frame,marker,raw,score,pred_dist,seg_error,support,margin,anchor_frames,lookahead,method,reason
2849,LFIN,*58,2.1969542045543466,13.407718460237836,0.5637398173689357,3,29.72191651719092,2850;2851,1,backward_lookahead_connect,threshold
2623,RWRA,*56,67.74245993009771,76.98302270310512,1.9710265907089923,3,999.0,2626,3,backward_lookahead_connect,threshold
2618,RSHO,*65,18.06153480588758,0.5545214896540256,18.219295225881112,2,999.0,2619;2620,1,backward_lookahead_connect,threshold
2617,RSHO,*65,19.8292776416565,1.5424674514482064,18.776292993005924,2,999.0,2619;2620,2,backward_lookahead_connect,threshold
2616,RSHO,*65,55.14109315062135,35.92394879254868,19.440817398623338,2,999.0,2619,3,backward_lookahead_connect,threshold
2486,RTROC,*52,34.90090978483921,0.6025021764324675,30.2131482917191,2,999.0,2488;2489,2,backward_lookahead_connect,threshold
2485,RTROC,*52,46.595652403664566,11.525016680502922,30.76473980225832,2,999.0,2488,3,backward_lookahead_connect,threshold
