frame,marker,raw,score,pred_dist,seg_error,support,margin,direction
2400,LFIN,*56,13.760579145780941,2.3857397973110706,16.69631382033562,3,999.0,forward_strong
2401,LFIN,*56,16.474397988968793,3.2214158775261055,18.037844365316207,3,999.0,forward_strong
2402,LFIN,*56,17.19421820097456,3.364786829139271,18.44959383702521,3,999.0,forward_strong
2403,LFIN,*56,14.77811331400666,3.9381996124390266,16.31422407254831,3,999.0,forward_strong
2404,LFIN,*56,21.22957843937005,6.719067319942273,18.936079371019844,3,999.0,forward_strong
2405,LFIN,*56,21.405888831672193,7.61114182794015,18.424819288380032,3,999.0,forward_strong
2406,LFIN,*56,16.788094378335323,4.548497227107608,17.313997965162656,3,999.0,forward_strong
2407,LFIN,*56,20.982806629518237,5.154150426995031,19.877611573230865,3,999.0,forward_strong
2408,LFIN,*56,20.76074808779331,8.47241706898908,17.34880787057445,3,999.0,forward_strong
2409,LFIN,*56,25.40614444021928,10.957364657099662,18.891985559371154,3,999.0000000000001,forward_strong
2410,LFIN,*56,29.11407329107263,16.469167492093625,17.603504142127864,3,999.0,forward_strong
2411,LFIN,*56,21.189890281065644,9.845145523853928,16.674817683722654,3,999.0,forward_strong
2412,LFIN,*56,20.95638741908929,5.795643415807016,19.40053143091591,3,999.0,forward_strong
2413,LFIN,*56,20.41015500443268,8.71138782933215,16.927690839357524,3,999.0,forward_strong
2414,LFIN,*56,24.613623594856897,9.520610745693139,19.35215203511697,3,999.0,forward_strong
2415,LFIN,*56,24.969893806467972,8.469352457055448,20.35752953529466,3,999.0,forward_strong
2416,LFIN,*56,20.26343087075709,5.279481800773987,19.27424933570222,3,999.0,forward_strong
2417,LFIN,*56,21.273285176011832,5.981383129771003,19.49421574731488,3,999.0,forward_strong
2418,LFIN,*56,24.845078565513845,10.739876503338534,18.646572901553792,3,999.0,forward_strong
2419,LFIN,*56,16.26913843055741,3.8819895801656714,17.419392035994097,3,999.0,forward_strong
2420,LFIN,*56,15.777690637541784,2.7051352753523856,17.90896811584957,3,999.0,forward_strong
2421,LFIN,*56,17.508329498772326,1.9936798567021485,19.653321172907273,3,999.0,forward_strong
2422,LFIN,*56,21.085840027388173,5.10730842335316,19.984665431453582,3,999.0,forward_strong
2423,LFIN,*56,21.049847367055158,8.662586514901376,17.419472037252703,3,999.0,forward_strong
2424,LFIN,*56,20.026757715119125,5.620354765340635,18.861716392698924,3,999.0,forward_strong
2425,LFIN,*56,15.81146117678184,2.79709136316187,17.867407009728552,3,999.0,forward_strong
2426,LFIN,*56,17.500617704206466,3.222379784504014,18.77016994264461,3,999.0,forward_strong
2427,LFIN,*56,16.699880699625687,2.480952223563552,18.7278060543301,3,999.0,forward_strong
2428,LFIN,*56,16.497349466659944,1.9011904287700754,18.997256455635622,3,999.0,forward_strong
2429,LFIN,*56,24.303029626613764,8.017751163101215,20.203770331080396,3,999.0,forward_strong
2430,LFIN,*56,31.409320067666002,17.030289471637918,18.842164711448632,3,998.9999999999999,forward_strong
2431,LFIN,*56,23.948792885375227,8.685692159665066,19.473643375507255,3,999.0,forward_strong
2432,LFIN,*56,16.339323318884173,0.8598256835459835,19.628212596670135,3,999.0,forward_strong
2433,LFIN,*56,16.74175463178093,2.084226942193044,19.04109120684849,3,999.0,forward_strong
2434,LFIN,*56,20.505712540987822,5.301739909343535,19.431409022603063,3,999.0,forward_strong
2435,LFIN,*56,21.611612797514454,5.444561744411268,20.119322180787993,3,999.0,forward_strong
2436,LFIN,*56,20.736719448765058,4.5418704227688265,20.139177875711596,3,999.0,forward_strong
2437,LFIN,*56,19.345283597921032,3.6657401948397554,19.77110243077234,3,999.0,forward_strong
2438,LFIN,*56,21.837847600142716,5.919270343979092,19.941840897259734,3,999.0,forward_strong
2439,LFIN,*56,24.74359152490623,9.55887815295178,19.417652408538896,3,999.0,forward_strong
2440,LFIN,*56,19.755072321639318,4.418247641613407,19.52630334287565,3,999.0,forward_strong
2441,LFIN,*56,16.01419950015427,1.5998946764743858,18.867360588342777,3,999.0,forward_strong
2443,LFIN,*56,22.590902668054547,7.321421136499996,19.478201093967538,3,999.0,forward_strong
2444,LFIN,*56,21.81458766952882,6.495203110766681,19.51384611340153,3,999.0,forward_strong
2445,LFIN,*56,19.88199119304283,5.231476144427988,19.03608217758203,3,999.0,forward_strong
2446,LFIN,*56,18.394998999547457,3.0709268208218745,19.517194413375417,3,999.0,forward_strong
2448,LFIN,*56,22.502334832900495,7.619398190042746,19.20209760204125,3,999.0,forward_strong
2449,LFIN,*56,26.653680453463345,8.14364184401036,21.792884721037847,3,998.9999999999999,forward_strong
2451,LFIN,*56,25.357570795584394,7.346889845227584,21.436200678826292,3,999.0000000000001,forward_strong
2452,LFIN,*56,24.390356667687925,7.836811721697979,20.39538924713568,3,999.0,forward_strong
2454,LFIN,*56,25.757294275680565,10.045471015208312,19.794159471765898,3,999.0,forward_strong
2455,LFIN,*56,18.178487966464544,4.779093648206765,18.142424513041274,3,999.0,forward_strong
2459,LFIN,*56,21.35256872381958,3.090638941161333,21.61566413047018,3,999.0,forward_strong
2465,LFIN,*56,24.89856351201783,6.9175607418599245,21.41500197868422,3,999.0,forward_strong
2470,LFIN,*56,23.02662333840918,5.337964426164122,21.2061849373179,3,999.0,forward_strong
2606,RFIN,*72,-3.1662131667379327,2.2897346376084564,1.8171801397525797,2,999.0,backward_strong
2607,RFIN,*65,-2.8720163004671013,1.225633869620658,2.7873927356516006,2,999.0,backward_strong
2608,RFIN,*70,-3.0932759091076534,0.917124957105135,2.8497136669908656,2,999.0,backward_strong
2609,RFIN,*65,-2.6054772933146584,1.3227722587206479,2.908393177117638,2,999.0,backward_strong
2881,LFIN,*54,4.722354899438283,13.804224932276489,2.0843785479727095,3,999.0,backward_strong
2882,LFIN,*57,1.5060647043253077,11.105206169000564,1.7148989538033892,3,999.0,backward_strong
2883,LFIN,*54,-0.6195415963295563,8.18130134622141,2.285112183892167,3,999.0,backward_strong
2884,LFIN,*54,0.22960392756488446,9.964536159537216,1.6179055485911913,3,999.0,backward_strong
2885,LFIN,*54,2.420526354023325,11.990117403882193,1.7360063929579514,3,999.0,backward_strong
2886,LFIN,*57,2.604523687082649,12.48408642439517,1.5145980447767708,3,999.0,backward_strong
2887,LFIN,*57,5.55872424704037,15.081035082294921,1.7697779748181783,3,999.0,backward_strong
2888,LFIN,*57,0.9314230944814597,7.943089693097864,3.5630952867025676,3,999.0,backward_strong
2460,LFIN,*56,21.74784079580116,2.6415965529660363,22.218745887739374,3,999.0,forward_chain
2461,LFIN,*56,22.783179797743117,1.9079251653226903,23.482324737443165,3,999.0,forward_chain
2462,LFIN,*56,23.24144289019155,3.2264918301466468,22.86782218574636,3,999.0,forward_chain
2463,LFIN,*56,21.521914420770493,1.6980325320422047,22.731344206234496,3,999.0,forward_chain
2464,LFIN,*56,25.36735091326979,2.3470854342409617,25.01447534216345,3,999.0,forward_chain
2471,LFIN,*56,25.22096937775426,5.099707178906638,22.943758713462586,3,999.0,forward_chain
2472,LFIN,*56,24.959242733616975,3.5968456379083005,23.83028363979191,3,999.0,forward_chain
2473,LFIN,*56,32.715144043725374,5.885333853059691,27.735578707618348,3,999.0,forward_chain
2474,LFIN,*56,30.46422658737505,10.60035803612604,22.75990610803501,3,999.0000000000001,forward_chain
2475,LFIN,*56,30.46309260399201,7.645496827402386,24.869711268992592,3,999.0,forward_chain
2476,LFIN,*56,27.25207141531888,3.1115194451470685,25.814679978694155,3,999.0,forward_chain
2477,LFIN,*56,25.913190765681918,3.016817986409165,24.925980556623397,3,999.0,forward_chain
2478,LFIN,*56,27.608378132088404,2.422254623064785,26.561516792159725,3,998.9999999999999,forward_chain
2479,LFIN,*56,28.06224661727645,3.327915600796218,26.238807868914453,3,999.0000000000001,forward_chain
2480,LFIN,*56,26.453244105671793,1.6735434587928755,26.271214747770653,3,998.9999999999999,forward_chain
2481,LFIN,*56,30.678627859592936,7.062818077846793,25.439864129818677,3,999.0000000000001,forward_chain
2482,LFIN,*56,35.58198563889874,11.003974308514199,26.12715095027467,3,999.0,forward_chain
2483,LFIN,*56,41.286287718135064,12.478392376243546,29.148496672779658,3,999.0,forward_chain
2484,LFIN,*56,35.12244758084576,5.788823930223687,29.524016893301482,3,999.0,forward_chain
2485,LFIN,*56,32.98911116795577,7.998394351869965,26.421940582918438,3,999.0,forward_chain
2486,LFIN,*56,32.64919273397955,6.525818967637608,27.230981261672813,3,999.0,forward_chain
2487,LFIN,*56,31.664347951504418,6.665346935138582,26.427857868832746,3,999.0,forward_chain
2488,LFIN,*56,33.80381772317199,6.22036368371596,28.273895742468596,3,999.0,forward_chain
2489,LFIN,*56,33.70722120777384,5.372376003061232,28.810603717651862,3,998.9999999999999,forward_chain
2490,LFIN,*56,38.928947267973506,7.317981774074215,31.150689638499497,3,998.9999999999999,forward_chain
2491,LFIN,*56,39.51083439010841,7.4371897103898,31.481174771227575,3,999.0,forward_chain
2492,LFIN,*56,37.03881719594707,5.939192729198074,30.78544604767785,3,999.0,forward_chain
2493,LFIN,*56,42.69702436378847,10.09594799170534,31.85791169434509,3,998.9999999999999,forward_chain
2494,LFIN,*56,40.00882020654575,10.046423496304168,29.97314050731542,3,999.0,forward_chain
