frame,marker,raw,gap_start,gap_end,gap_len,left_frame,right_frame,pred_dist,support,mean_error,margin,risk,method
2805,LELA,*58,2303,2841,539,2302,2842,73.07191182433434,3,0.7655693400625173,999.0,high,bold_grey_connect
2806,LELA,*58,2303,2841,539,2302,2842,70.94539027848533,3,0.7308510042234057,999.0,high,bold_grey_connect
2807,LELA,*58,2303,2841,539,2302,2842,68.69825380608673,3,0.7331404001407359,999.0,high,bold_grey_connect
2808,LELA,*58,2303,2841,539,2302,2842,66.55765168983551,3,0.7563508117150377,999.0,high,bold_grey_connect
2814,LELA,*60,2303,2841,539,2302,2842,52.96888830000768,3,0.9177657742257423,999.0,high,bold_grey_connect
2818,LELA,*59,2303,2841,539,2302,2842,44.16252125691807,3,1.0662098707912548,999.0,high,bold_grey_connect
2823,LELA,*59,2303,2841,539,2302,2842,33.67975175850153,3,1.2335654785776977,999.0,high,bold_grey_connect
2828,LELA,*54,2303,2841,539,2302,2842,23.99206470609842,3,1.3092091217660453,999.0,high,bold_grey_connect
2830,LELA,*54,2303,2841,539,2302,2842,20.343831589692556,3,1.3072963238670923,999.0,high,bold_grey_connect
2831,LELA,*54,2303,2841,539,2302,2842,18.55030793775101,3,1.3044270213583313,999.0,high,bold_grey_connect
2495,LFIN,*56,2495,2736,242,2494,2737,21.36781272787124,3,33.37613362281613,999.0,high,bold_grey_connect
2496,LFIN,*56,2495,2736,242,2494,2737,45.12541555385483,3,31.446669137710312,999.0,high,bold_grey_connect
2497,LFIN,*56,2495,2736,242,2494,2737,68.51180849764103,3,31.296266801233628,999.0,high,bold_grey_connect
2498,LFIN,*56,2495,2736,242,2494,2737,91.24024552363282,3,32.81625460305847,999.0,high,bold_grey_connect
2729,LFIN,*57,2495,2736,242,2494,2737,77.10018963379194,3,1.6570978967694714,999.0,high,bold_grey_connect
2731,LFIN,*54,2495,2736,242,2494,2737,56.192877009682725,3,1.3298242886422333,999.0,high,bold_grey_connect
2733,LFIN,*54,2495,2736,242,2494,2737,37.438365155364714,3,0.7276054170584748,999.0,high,bold_grey_connect
2616,RSHO,*65,2568,2809,242,2567,2810,53.416465698786425,2,19.440817398623338,999.0,high,bold_grey_connect
2617,RSHO,*65,2568,2809,242,2567,2810,52.78076898486961,2,18.776292993005924,999.0,high,bold_grey_connect
2618,RSHO,*65,2568,2809,242,2567,2810,53.38249197054064,2,18.219295225881112,999.0,high,bold_grey_connect
2795,RSHO,*65,2568,2809,242,2567,2810,52.913074206893754,2,1.464709157520815,999.0,high,bold_grey_connect
2796,RSHO,*65,2568,2809,242,2567,2810,49.07566860482927,2,1.4457695497515317,999.0,high,bold_grey_connect
2797,RSHO,*65,2568,2809,242,2567,2810,46.39286219040072,2,1.5143631581156995,999.0,high,bold_grey_connect
2798,RSHO,*65,2568,2809,242,2567,2810,42.405375757828615,2,1.5248423468097911,999.0,high,bold_grey_connect
2799,RSHO,*65,2568,2809,242,2567,2810,39.402115719186696,2,1.3216418501754106,999.0,high,bold_grey_connect
2800,RSHO,*65,2568,2809,242,2567,2810,36.3132967699273,2,1.7592653417320605,999.0,high,bold_grey_connect
2801,RSHO,*65,2568,2809,242,2567,2810,31.815621737836096,2,1.8358631338098377,999.0,high,bold_grey_connect
2802,RSHO,*65,2568,2809,242,2567,2810,29.406463356023476,2,1.8066041851354555,999.0,high,bold_grey_connect
2803,RSHO,*65,2568,2809,242,2567,2810,25.917464749911247,2,1.8287099399222768,999.0,high,bold_grey_connect
2804,RSHO,*65,2568,2809,242,2567,2810,22.035453808693454,2,1.4046955495582267,999.0,high,bold_grey_connect
2805,RSHO,*65,2568,2809,242,2567,2810,20.045371205363914,2,1.956719393592536,999.0,high,bold_grey_connect
2806,RSHO,*65,2568,2809,242,2567,2810,16.947003809143776,2,1.7539038367703483,999.0,high,bold_grey_connect
2807,RSHO,*65,2568,2809,242,2567,2810,13.238455770924377,2,1.764058419405771,999.0,high,bold_grey_connect
2808,RSHO,*65,2568,2809,242,2567,2810,7.694400540945651,2,1.4481906957326487,999.0,high,bold_grey_connect
2377,RELA,*58,2376,2876,501,2375,2877,6.053404242933991,3,6.064290894914156,999.0,high,bold_grey_connect
2379,RELA,*58,2376,2876,501,2375,2877,11.422867431889712,3,6.115905744680087,999.0,high,bold_grey_connect
2381,RELA,*58,2376,2876,501,2375,2877,16.861053164073038,3,6.179125136237441,999.0,high,bold_grey_connect
2520,RWRB,*62,2519,2605,87,2518,2606,28.58078310556424,3,7.063085779147319,999.0,high,bold_grey_connect
2521,RWRB,*62,2519,2605,87,2518,2606,43.08160778229909,3,7.044658848001139,999.0,high,bold_grey_connect
2522,RWRB,*62,2519,2605,87,2518,2606,57.45863328772436,3,7.276984564317577,999.0,high,bold_grey_connect
2523,RWRB,*62,2519,2605,87,2518,2606,71.70852277462443,3,7.226151897502713,999.0,high,bold_grey_connect
2524,RWRB,*62,2519,2605,87,2518,2606,85.75485085569545,3,7.22475447955684,999.0,high,bold_grey_connect
2605,RFIN,*66,2575,2605,31,2574,2606,35.17613087091259,2,8.590994574111654,999.0,medium,bold_grey_connect
2623,RWRA,*56,2545,2625,81,2544,2626,71.74306602717837,3,1.9710265907089923,999.0,high,bold_grey_connect
2353,RASIS,*52,2352,2852,501,2351,2853,3.2450360243561565,3,1.1478568038806334,999.0,high,bold_grey_connect
2354,RASIS,*52,2352,2852,501,2351,2853,4.917403959368467,3,1.1810144482545393,999.0,high,bold_grey_connect
2355,RASIS,*52,2352,2852,501,2351,2853,6.58585593861323,3,0.7800493546558206,999.0,high,bold_grey_connect
2357,RASIS,*52,2352,2852,501,2351,2853,8.937640374340285,3,1.2840233362357576,999.0,high,bold_grey_connect
2358,RASIS,*52,2352,2852,501,2351,2853,11.259093494193438,3,0.8364157872738929,999.0,high,bold_grey_connect
2359,RASIS,*52,2352,2852,501,2351,2853,12.784030954414042,3,0.9021078799081295,999.0,high,bold_grey_connect
2360,RASIS,*52,2352,2852,501,2351,2853,14.275640290654556,3,0.912116575380954,999.0,high,bold_grey_connect
2361,RASIS,*52,2352,2852,501,2351,2853,15.74391126874025,3,0.9368387655185586,999.0,high,bold_grey_connect
2363,RASIS,*52,2352,2852,501,2351,2853,18.707389822047727,3,1.0763135966326445,999.0,high,bold_grey_connect
2364,RASIS,*52,2352,2852,501,2351,2853,20.245928197735164,3,1.1358236450496217,999.0,high,bold_grey_connect
2366,RASIS,*52,2352,2852,501,2351,2853,23.090385364396802,3,1.3343504279472806,999.0,high,bold_grey_connect
2367,RASIS,*52,2352,2852,501,2351,2853,24.59310644710407,3,1.3771308164599343,999.0,high,bold_grey_connect
2369,RASIS,*52,2352,2852,501,2351,2853,27.52358779429521,3,1.4850426208272154,999.0,high,bold_grey_connect
2370,RASIS,*52,2352,2852,501,2351,2853,29.05954684798916,3,1.5106044627448416,999.0,high,bold_grey_connect
2371,RASIS,*52,2352,2852,501,2351,2853,30.394499969923654,3,1.5566371868034519,999.0,high,bold_grey_connect
2372,RASIS,*52,2352,2852,501,2351,2853,31.79761220010158,3,1.5965803802072003,999.0,high,bold_grey_connect
2373,RASIS,*52,2352,2852,501,2351,2853,33.16933183169199,3,1.6824091520308286,999.0,high,bold_grey_connect
2374,RASIS,*52,2352,2852,501,2351,2853,34.53224845412187,3,1.7083875084300928,999.0,high,bold_grey_connect
2375,RASIS,*52,2352,2852,501,2351,2853,35.85275000513269,3,1.783004562419895,999.0,high,bold_grey_connect
2376,RASIS,*52,2352,2852,501,2351,2853,37.17649889800869,3,1.8496708854108874,999.0,high,bold_grey_connect
2377,RASIS,*52,2352,2852,501,2351,2853,38.48917842446142,3,1.9032732645916137,999.0,high,bold_grey_connect
2378,RASIS,*52,2352,2852,501,2351,2853,39.81052289372442,3,1.9405376205899454,999.0,high,bold_grey_connect
2380,RASIS,*52,2352,2852,501,2351,2853,42.51827409859752,3,2.0940913087543342,999.0,high,bold_grey_connect
2381,RASIS,*52,2352,2852,501,2351,2853,43.905069651987404,3,2.153091475621096,999.0,high,bold_grey_connect
2382,RASIS,*52,2352,2852,501,2351,2853,45.3600012315449,3,2.2485238097342894,999.0,high,bold_grey_connect
2383,RASIS,*52,2352,2852,501,2351,2853,46.901047456564,3,2.411270481845501,999.0,high,bold_grey_connect
2384,RASIS,*52,2352,2852,501,2351,2853,48.51646341204665,3,2.561357976737137,999.0,high,bold_grey_connect
2385,RASIS,*52,2352,2852,501,2351,2853,50.21326280529178,3,2.6673736780561703,999.0,high,bold_grey_connect
2386,RASIS,*52,2352,2852,501,2351,2853,52.01358686195857,3,2.7746510813489635,999.0,high,bold_grey_connect
2387,RASIS,*52,2352,2852,501,2351,2853,53.88890018885334,3,2.9480504599817245,999.0,high,bold_grey_connect
2388,RASIS,*52,2352,2852,501,2351,2853,55.91372902621126,3,2.9477760784564757,999.0,high,bold_grey_connect
2389,RASIS,*52,2352,2852,501,2351,2853,58.0024847171207,3,3.1686567691429275,999.0,high,bold_grey_connect
2391,RASIS,*52,2352,2852,501,2351,2853,62.51042633243426,3,3.308235296614716,999.0,high,bold_grey_connect
2392,RASIS,*52,2352,2852,501,2351,2853,64.95011847262953,3,3.413422617006271,999.0,high,bold_grey_connect
2394,RASIS,*52,2352,2852,501,2351,2853,70.1442488606339,3,3.322739972786773,999.0,high,bold_grey_connect
2395,RASIS,*52,2352,2852,501,2351,2853,72.92823916010553,3,3.4500741537601507,999.0,high,bold_grey_connect
2396,RASIS,*52,2352,2852,501,2351,2853,75.81613475906333,3,3.7781714388460728,999.0,high,bold_grey_connect
2397,RASIS,*52,2352,2852,501,2351,2853,78.82520502311321,3,3.392813123677873,999.0,high,bold_grey_connect
2398,RASIS,*52,2352,2852,501,2351,2853,81.93738634165734,3,3.633343179137455,999.0,high,bold_grey_connect
2399,RASIS,*52,2352,2852,501,2351,2853,85.17095666745743,3,3.4701883260308555,999.0,high,bold_grey_connect
2762,RASIS,*55,2352,2852,501,2351,2853,63.19422221795284,3,1.0205486450546648,999.0,high,bold_grey_connect
2763,RASIS,*55,2352,2852,501,2351,2853,62.77451645268016,3,1.4108674810620225,999.0,high,bold_grey_connect
2764,RASIS,*55,2352,2852,501,2351,2853,61.45973503016908,3,1.3893993075151532,999.0,high,bold_grey_connect
2765,RASIS,*55,2352,2852,501,2351,2853,60.636762445499464,3,1.3724828111247878,999.0,high,bold_grey_connect
2766,RASIS,*55,2352,2852,501,2351,2853,59.907231379676126,3,1.2807448098777645,999.0,high,bold_grey_connect
2767,RASIS,*55,2352,2852,501,2351,2853,59.171410338498475,3,1.3153424417871993,999.0,high,bold_grey_connect
2768,RASIS,*55,2352,2852,501,2351,2853,58.42723757288937,3,1.3212755998659607,999.0,high,bold_grey_connect
2769,RASIS,*55,2352,2852,501,2351,2853,57.695659306957864,3,1.3151592551193214,999.0,high,bold_grey_connect
2770,RASIS,*55,2352,2852,501,2351,2853,56.994592241652214,3,1.3520211624080407,999.0,high,bold_grey_connect
2771,RASIS,*55,2352,2852,501,2351,2853,56.325497685251634,3,1.352154470788965,999.0,high,bold_grey_connect
2772,RASIS,*55,2352,2852,501,2351,2853,55.69625525490432,3,1.3487418122072843,999.0,high,bold_grey_connect
2773,RASIS,*55,2352,2852,501,2351,2853,54.99224187975272,3,1.3676433783018542,999.0,high,bold_grey_connect
2774,RASIS,*55,2352,2852,501,2351,2853,54.446150305447865,3,1.3522441981414108,999.0,high,bold_grey_connect
2775,RASIS,*55,2352,2852,501,2351,2853,53.74848418804514,3,1.3873194115290157,999.0,high,bold_grey_connect
2776,RASIS,*55,2352,2852,501,2351,2853,53.18542253395054,3,1.3837630045873273,999.0,high,bold_grey_connect
