frame,marker,gap_start,gap_end,left_frame,right_frame,gap_len,avg_step,support,mean_error,method
2442,LFIN,2442,2442,2441,2443,1,11.945284785351845,3,19.176385431248523,short_gap_linear_interpolation
2447,LFIN,2447,2447,2446,2448,1,9.147718480724839,3,19.29475949492672,short_gap_linear_interpolation
2450,LFIN,2450,2450,2449,2451,1,9.487664490249468,3,21.541838643710445,short_gap_linear_interpolation
2453,LFIN,2453,2453,2452,2454,1,9.820859486262208,3,20.030705075789797,short_gap_linear_interpolation
2634,LWRA,2634,2634,2633,2635,1,18.07103968192869,2,2.877415125860729,short_gap_linear_interpolation
2452,LMME,2452,2452,2451,2453,1,0.24902645537590665,2,3.190847007205882,short_gap_linear_interpolation
